TIME_Year;FACT_INDICATOR_FINANCE_Key;UTILITY_Country;INDICATOR_Name;FACT_INDICATOR_FINANCE_Name_In_Document;CURRENCY_Name;INDICATOR_Theme;UTILITY_Name;FACT_INDICATOR_FINANCE_Holding_Company;FACT_INDICATOR_Value;FACT_INDICATOR_FINANCE_Order_Magnitude;FACT_INDICATOR_FINANCE_Mantainer;FACT_INDICATOR_FINANCE_Observations;FACT_INDICATOR_FINANCE_Document;FACT_INDICATOR_FINANCE_Link;FACT_USD_RATE;TIME_Key;FACT_INDICATOR_Value_USD;FACT_INDICATOR_Value_Local
2020;1090081;PANAMA;COSTO DE COMPRA DE ENERGIA;COMPRAS;;PASIVOS;EDECHI;EMPRESA;96146005;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;96146005
2014;1090117;PANAMA;COSTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N;;PASIVOS;EDECHI;EMPRESA;3908979;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;3908979
2015;1090118;PANAMA;COSTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N;;PASIVOS;EDECHI;EMPRESA;4314692;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;4314692
2016;1090119;PANAMA;COSTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N;;PASIVOS;EDECHI;EMPRESA;4583549;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;4583549
2017;1090120;PANAMA;COSTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N;;PASIVOS;EDECHI;EMPRESA;5336915;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;5336915
2018;1090121;PANAMA;COSTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N;;PASIVOS;EDECHI;EMPRESA;6080429;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;6080429
2019;1090122;PANAMA;COSTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N;;PASIVOS;EDECHI;EMPRESA;6686838;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;6686838
2020;1090123;PANAMA;COSTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N;;PASIVOS;EDECHI;EMPRESA;7821245;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;7821245
2014;1090138;PANAMA;BENEFICIO BRUTO;CALCULADO;;CAPITAL PROPRIO;EDECHI;EMPRESA;34002689;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;34002689
2015;1090139;PANAMA;BENEFICIO BRUTO;CALCULADO;;CAPITAL PROPRIO;EDECHI;EMPRESA;42115248;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;42115248
2016;1090140;PANAMA;BENEFICIO BRUTO;CALCULADO;;CAPITAL PROPRIO;EDECHI;EMPRESA;41071823;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;41071823
2017;1090141;PANAMA;BENEFICIO BRUTO;CALCULADO;;CAPITAL PROPRIO;EDECHI;EMPRESA;41155010;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;41155010
2018;1090142;PANAMA;BENEFICIO BRUTO;CALCULADO;;CAPITAL PROPRIO;EDECHI;EMPRESA;34367656;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;34367656
2019;1090143;PANAMA;BENEFICIO BRUTO;CALCULADO;;CAPITAL PROPRIO;EDECHI;EMPRESA;35369334;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;35369334
2020;1090144;PANAMA;BENEFICIO BRUTO;CALCULADO;;CAPITAL PROPRIO;EDECHI;EMPRESA;29995940;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;29995940
2014;1090159;PANAMA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;EDECHI;EMPRESA;-6252068;1;Daniel Ferreira;;CALCULADO;CALCULADO;;532;;-6252068
2015;1090160;PANAMA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;EDECHI;EMPRESA;-9308661;1;Daniel Ferreira;;CALCULADO;CALCULADO;;533;;-9308661
2016;1090161;PANAMA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;EDECHI;EMPRESA;-10207487;1;Daniel Ferreira;;CALCULADO;CALCULADO;;534;;-10207487
2017;1090162;PANAMA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;EDECHI;EMPRESA;-11636556;1;Daniel Ferreira;;CALCULADO;CALCULADO;;535;;-11636556
2018;1090163;PANAMA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;EDECHI;EMPRESA;-11192361;1;Daniel Ferreira;;CALCULADO;CALCULADO;;536;;-11192361
2019;1090164;PANAMA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;EDECHI;EMPRESA;-10274442;1;Daniel Ferreira;;CALCULADO;CALCULADO;;537;;-10274442
2020;1090165;PANAMA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;EDECHI;EMPRESA;-9914532;1;Daniel Ferreira;;CALCULADO;CALCULADO;;538;;-9914532
2014;1090180;PANAMA;EBT;UTILIDAD ANTES DEL IMPUESTO SOBRE LA RENTA;;CAPITAL PROPRIO;EDECHI;EMPRESA;31412686;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;31412686
2015;1090181;PANAMA;EBT;UTILIDAD ANTES DEL IMPUESTO SOBRE LA RENTA;;CAPITAL PROPRIO;EDECHI;EMPRESA;36977333;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;36977333
2016;1090182;PANAMA;EBT;UTILIDAD ANTES DEL IMPUESTO SOBRE LA RENTA;;CAPITAL PROPRIO;EDECHI;EMPRESA;34200286;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;34200286
2017;1090183;PANAMA;EBT;UTILIDAD ANTES DEL IMPUESTO SOBRE LA RENTA;;CAPITAL PROPRIO;EDECHI;EMPRESA;32974672;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;32974672
2018;1090184;PANAMA;EBT;UTILIDAD ANTES DEL IMPUESTO SOBRE LA RENTA;;CAPITAL PROPRIO;EDECHI;EMPRESA;27096697;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;27096697
2019;1090185;PANAMA;EBT;UTILIDAD ANTES DEL IMPUESTO SOBRE LA RENTA;;CAPITAL PROPRIO;EDECHI;EMPRESA;29051113;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;29051113
2020;1090186;PANAMA;EBT;UTILIDAD ANTES DEL IMPUESTO SOBRE LA RENTA;;CAPITAL PROPRIO;EDECHI;EMPRESA;23533012;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;23533012
2014;1090201;PANAMA;IMPUESTOS;IMPUESTO SOBRE LA RENTA;;PASIVOS;EDECHI;EMPRESA;8541640;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;8541640
2015;1090202;PANAMA;IMPUESTOS;IMPUESTO SOBRE LA RENTA;;PASIVOS;EDECHI;EMPRESA;10859883;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;10859883
2016;1090203;PANAMA;IMPUESTOS;IMPUESTO SOBRE LA RENTA;;PASIVOS;EDECHI;EMPRESA;10629256;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;10629256
2017;1090204;PANAMA;IMPUESTOS;IMPUESTO SOBRE LA RENTA;;PASIVOS;EDECHI;EMPRESA;9904620;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;9904620
2018;1090205;PANAMA;IMPUESTOS;IMPUESTO SOBRE LA RENTA;;PASIVOS;EDECHI;EMPRESA;8265040;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;8265040
2019;1090206;PANAMA;IMPUESTOS;IMPUESTO SOBRE LA RENTA;;PASIVOS;EDECHI;EMPRESA;8858916;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;8858916
2020;1090207;PANAMA;IMPUESTOS;IMPUESTO SOBRE LA RENTA;;PASIVOS;EDECHI;EMPRESA;7090902;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;7090902
2014;1090222;PANAMA;BENEFICIO NETO;UTILIDAD NETA;;CAPITAL PROPRIO;EDECHI;EMPRESA;26117450;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;26117450
2015;1090223;PANAMA;BENEFICIO NETO;UTILIDAD NETA;;CAPITAL PROPRIO;EDECHI;EMPRESA;22871046;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;22871046
2016;1090224;PANAMA;BENEFICIO NETO;UTILIDAD NETA;;CAPITAL PROPRIO;EDECHI;EMPRESA;23571030;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;23571030
2017;1090225;PANAMA;BENEFICIO NETO;UTILIDAD NETA;;CAPITAL PROPRIO;EDECHI;EMPRESA;23070052;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;23070052
2018;1090226;PANAMA;BENEFICIO NETO;UTILIDAD NETA;;CAPITAL PROPRIO;EDECHI;EMPRESA;18831657;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;18831657
2019;1090227;PANAMA;BENEFICIO NETO;UTILIDAD NETA;;CAPITAL PROPRIO;EDECHI;EMPRESA;20192197;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;20192197
2020;1090228;PANAMA;BENEFICIO NETO;UTILIDAD NETA;;CAPITAL PROPRIO;EDECHI;EMPRESA;16442109;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;16442109
2014;1090243;PANAMA;EBITDA;EBT - RESULTA FINANCIERO + DEPRECIACION Y AMORTIZACION;;CAPITAL PROPRIO;EDECHI;EMPRESA;36219502;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;36219502
2015;1090244;PANAMA;EBITDA;EBT - RESULTA FINANCIERO + DEPRECIACION Y AMORTIZACION;;CAPITAL PROPRIO;EDECHI;EMPRESA;42189649;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;42189649
2016;1090245;PANAMA;EBITDA;EBT - RESULTA FINANCIERO + DEPRECIACION Y AMORTIZACION;;CAPITAL PROPRIO;EDECHI;EMPRESA;40620981;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;40620981
2017;1090246;PANAMA;EBITDA;EBT - RESULTA FINANCIERO + DEPRECIACION Y AMORTIZACION;;CAPITAL PROPRIO;EDECHI;EMPRESA;40805973;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;40805973
2018;1090247;PANAMA;EBITDA;EBT - RESULTA FINANCIERO + DEPRECIACION Y AMORTIZACION;;CAPITAL PROPRIO;EDECHI;EMPRESA;36141531;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;36141531
2019;1090248;PANAMA;EBITDA;EBT - RESULTA FINANCIERO + DEPRECIACION Y AMORTIZACION;;CAPITAL PROPRIO;EDECHI;EMPRESA;39209806;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;39209806
2020;1090249;PANAMA;EBITDA;EBT - RESULTA FINANCIERO + DEPRECIACION Y AMORTIZACION;;CAPITAL PROPRIO;EDECHI;EMPRESA;36465732;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;36465732
2014;1090264;PANAMA;OPEX;APROVISIONAMENTOS - COMPRAS + GASTOS DE PERSONAL + DEPRECIACION Y AMORTIZACION;;PASIVOS;EDECHI;EMPRESA;11703973;1;Daniel Ferreira;;CALCULADO;REPOSITORIO;;532;;11703973
2015;1090265;PANAMA;OPEX;APROVISIONAMENTOS - COMPRAS + GASTOS DE PERSONAL + DEPRECIACION Y AMORTIZACION;;PASIVOS;EDECHI;EMPRESA;12905679;1;Daniel Ferreira;;CALCULADO;REPOSITORIO;;533;;12905679
2016;1090266;PANAMA;OPEX;APROVISIONAMENTOS - COMPRAS + GASTOS DE PERSONAL + DEPRECIACION Y AMORTIZACION;;PASIVOS;EDECHI;EMPRESA;16309705;1;Daniel Ferreira;;CALCULADO;REPOSITORIO;;534;;16309705
2017;1090267;PANAMA;OPEX;APROVISIONAMENTOS - COMPRAS + GASTOS DE PERSONAL + DEPRECIACION Y AMORTIZACION;;PASIVOS;EDECHI;EMPRESA;17783971;1;Daniel Ferreira;;CALCULADO;REPOSITORIO;;535;;17783971
2018;1090268;PANAMA;OPEX;APROVISIONAMENTOS - COMPRAS + GASTOS DE PERSONAL + DEPRECIACION Y AMORTIZACION;;PASIVOS;EDECHI;EMPRESA;23112088;1;Daniel Ferreira;;CALCULADO;REPOSITORIO;;536;;23112088
2019;1090269;PANAMA;OPEX;APROVISIONAMENTOS - COMPRAS + GASTOS DE PERSONAL + DEPRECIACION Y AMORTIZACION;;PASIVOS;EDECHI;EMPRESA;27831964;1;Daniel Ferreira;;CALCULADO;REPOSITORIO;;537;;27831964
2020;1090270;PANAMA;OPEX;APROVISIONAMENTOS - COMPRAS + GASTOS DE PERSONAL + DEPRECIACION Y AMORTIZACION;;PASIVOS;EDECHI;EMPRESA;27449378;1;Daniel Ferreira;;CALCULADO;REPOSITORIO;;538;;27449378
2014;1090306;PANAMA;COSTO TOTAL;APROVISIONAMIENTOS;;PASIVOS;EDEMET;EMPRESA;701426579;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;701426579
2015;1090307;PANAMA;COSTO TOTAL;APROVISIONAMIENTOS;;PASIVOS;EDEMET;EMPRESA;560455814;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;560455814
2016;1090308;PANAMA;COSTO TOTAL;APROVISIONAMIENTOS;;PASIVOS;EDEMET;EMPRESA;581418370;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;581418370
2017;1090309;PANAMA;COSTO TOTAL;APROVISIONAMIENTOS;;PASIVOS;EDEMET;EMPRESA;607957976;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;607957976
2018;1090310;PANAMA;COSTO TOTAL;APROVISIONAMIENTOS;;PASIVOS;EDEMET;EMPRESA;640937195;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;640937195
2019;1090311;PANAMA;COSTO TOTAL;APROVISIONAMIENTOS;;PASIVOS;EDEMET;EMPRESA;649281010;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;649281010
2020;1090312;PANAMA;COSTO TOTAL;APROVISIONAMIENTOS;;PASIVOS;EDEMET;EMPRESA;561541636;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;561541636
2014;1090327;PANAMA;COSTO DE COMPRA DE ENERGIA;COMPRAS;;PASIVOS;EDEMET;EMPRESA;678225255;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;678225255
2015;1090328;PANAMA;COSTO DE COMPRA DE ENERGIA;COMPRAS;;PASIVOS;EDEMET;EMPRESA;538417861;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;538417861
2016;1090329;PANAMA;COSTO DE COMPRA DE ENERGIA;COMPRAS;;PASIVOS;EDEMET;EMPRESA;549980163;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;549980163
2017;1090330;PANAMA;COSTO DE COMPRA DE ENERGIA;COMPRAS;;PASIVOS;EDEMET;EMPRESA;574462051;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;574462051
2018;1090331;PANAMA;COSTO DE COMPRA DE ENERGIA;COMPRAS;;PASIVOS;EDEMET;EMPRESA;593318599;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;593318599
2019;1090332;PANAMA;COSTO DE COMPRA DE ENERGIA;COMPRAS;;PASIVOS;EDEMET;EMPRESA;582245848;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;582245848
2020;1090333;PANAMA;COSTO DE COMPRA DE ENERGIA;COMPRAS;;PASIVOS;EDEMET;EMPRESA;506701880;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;506701880
2014;1090369;PANAMA;COSTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N;;PASIVOS;EDEMET;EMPRESA;18760737;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;18760737
2015;1090370;PANAMA;COSTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N;;PASIVOS;EDEMET;EMPRESA;20407156;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;20407156
2016;1090371;PANAMA;COSTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N;;PASIVOS;EDEMET;EMPRESA;21747420;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;21747420
2017;1090372;PANAMA;COSTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N;;PASIVOS;EDEMET;EMPRESA;26047540;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;26047540
2018;1090373;PANAMA;COSTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N;;PASIVOS;EDEMET;EMPRESA;30762454;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;30762454
2019;1090374;PANAMA;COSTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N;;PASIVOS;EDEMET;EMPRESA;35319479;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;35319479
2020;1090375;PANAMA;COSTO DE DEPRECIACION Y AMORTIZACION;DEPRECIACI�N Y AMORTIZACI�N;;PASIVOS;EDEMET;EMPRESA;38795655;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;38795655
2014;1090390;PANAMA;BENEFICIO BRUTO;CALCULADO;;CAPITAL PROPRIO;EDEMET;EMPRESA;116141788;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;116141788
2015;1090391;PANAMA;BENEFICIO BRUTO;CALCULADO;;CAPITAL PROPRIO;EDEMET;EMPRESA;96121237;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;96121237
2016;1090392;PANAMA;BENEFICIO BRUTO;CALCULADO;;CAPITAL PROPRIO;EDEMET;EMPRESA;97799816;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;97799816
2017;1090393;PANAMA;BENEFICIO BRUTO;CALCULADO;;CAPITAL PROPRIO;EDEMET;EMPRESA;95885578;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;95885578
2018;1090394;PANAMA;BENEFICIO BRUTO;CALCULADO;;CAPITAL PROPRIO;EDEMET;EMPRESA;66186180;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;66186180
2019;1090395;PANAMA;BENEFICIO BRUTO;CALCULADO;;CAPITAL PROPRIO;EDEMET;EMPRESA;129380937;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;129380937
2020;1090396;PANAMA;BENEFICIO BRUTO;CALCULADO;;CAPITAL PROPRIO;EDEMET;EMPRESA;102123527;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;102123527
2014;1090411;PANAMA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;EDEMET;EMPRESA;-17269920;1;Daniel Ferreira;;CALCULADO;CALCULADO;;532;;-17269920
2015;1090412;PANAMA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;EDEMET;EMPRESA;-43250868;1;Daniel Ferreira;;CALCULADO;CALCULADO;;533;;-43250868
2016;1090413;PANAMA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;EDEMET;EMPRESA;-43450114;1;Daniel Ferreira;;CALCULADO;CALCULADO;;534;;-43450114
2017;1090414;PANAMA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;EDEMET;EMPRESA;-47668130;1;Daniel Ferreira;;CALCULADO;CALCULADO;;535;;-47668130
2018;1090415;PANAMA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;EDEMET;EMPRESA;-47360462;1;Daniel Ferreira;;CALCULADO;CALCULADO;;536;;-47360462
2019;1090416;PANAMA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;EDEMET;EMPRESA;-43680404;1;Daniel Ferreira;;CALCULADO;CALCULADO;;537;;-43680404
2020;1090417;PANAMA;OUTRAS DESPESAS, INGRESOS Y GANANCIAS;CALCULADO;;PASIVOS;EDEMET;EMPRESA;-55595711;1;Daniel Ferreira;;CALCULADO;CALCULADO;;538;;-55595711
2014;1090432;PANAMA;EBT;UTILIDAD ANTES DEL IMPUESTO SOBRE LA RENTA;;CAPITAL PROPRIO;EDEMET;EMPRESA;91486970;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;91486970
2015;1090433;PANAMA;EBT;UTILIDAD ANTES DEL IMPUESTO SOBRE LA RENTA;;CAPITAL PROPRIO;EDEMET;EMPRESA;46749728;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;46749728
2016;1090434;PANAMA;EBT;UTILIDAD ANTES DEL IMPUESTO SOBRE LA RENTA;;CAPITAL PROPRIO;EDEMET;EMPRESA;46885830;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;46885830
2017;1090435;PANAMA;EBT;UTILIDAD ANTES DEL IMPUESTO SOBRE LA RENTA;;CAPITAL PROPRIO;EDEMET;EMPRESA;34354064;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;34354064
2018;1090436;PANAMA;EBT;UTILIDAD ANTES DEL IMPUESTO SOBRE LA RENTA;;CAPITAL PROPRIO;EDEMET;EMPRESA;22112;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;22112
2019;1090437;PANAMA;EBT;UTILIDAD ANTES DEL IMPUESTO SOBRE LA RENTA;;CAPITAL PROPRIO;EDEMET;EMPRESA;61410735;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;61410735
2020;1090438;PANAMA;EBT;UTILIDAD ANTES DEL IMPUESTO SOBRE LA RENTA;;CAPITAL PROPRIO;EDEMET;EMPRESA;14402846;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;14402846
2014;1090453;PANAMA;IMPUESTOS;IMPUESTO SOBRE LA RENTA;;PASIVOS;EDEMET;EMPRESA;21591834;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;21591834
2015;1090454;PANAMA;IMPUESTOS;IMPUESTO SOBRE LA RENTA;;PASIVOS;EDEMET;EMPRESA;13915149;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;13915149
2016;1090455;PANAMA;IMPUESTOS;IMPUESTO SOBRE LA RENTA;;PASIVOS;EDEMET;EMPRESA;15257926;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;15257926
2017;1090456;PANAMA;IMPUESTOS;IMPUESTO SOBRE LA RENTA;;PASIVOS;EDEMET;EMPRESA;10627664;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;10627664
2018;1090457;PANAMA;IMPUESTOS;IMPUESTO SOBRE LA RENTA;;PASIVOS;EDEMET;EMPRESA;13004;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;13004
2019;1090458;PANAMA;IMPUESTOS;IMPUESTO SOBRE LA RENTA;;PASIVOS;EDEMET;EMPRESA;21172963;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;21172963
2020;1090459;PANAMA;IMPUESTOS;IMPUESTO SOBRE LA RENTA;;PASIVOS;EDEMET;EMPRESA;7603134;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;7603134
2014;1090474;PANAMA;BENEFICIO NETO;UTILIDAD NETA;;CAPITAL PROPRIO;EDEMET;EMPRESA;69895136;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;69895136
2015;1090475;PANAMA;BENEFICIO NETO;UTILIDAD NETA;;CAPITAL PROPRIO;EDEMET;EMPRESA;32834579;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;32834579
2016;1090476;PANAMA;BENEFICIO NETO;UTILIDAD NETA;;CAPITAL PROPRIO;EDEMET;EMPRESA;31627904;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;31627904
2017;1090477;PANAMA;BENEFICIO NETO;UTILIDAD NETA;;CAPITAL PROPRIO;EDEMET;EMPRESA;23726400;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;23726400
2018;1090478;PANAMA;BENEFICIO NETO;UTILIDAD NETA;;CAPITAL PROPRIO;EDEMET;EMPRESA;9108;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;9108
2019;1090479;PANAMA;BENEFICIO NETO;UTILIDAD NETA;;CAPITAL PROPRIO;EDEMET;EMPRESA;40237773;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;40237773
2020;1090480;PANAMA;BENEFICIO NETO;UTILIDAD NETA;;CAPITAL PROPRIO;EDEMET;EMPRESA;6799712;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;6799712
2014;1090495;PANAMA;OPEX;APROVISIOAMENTOS - COMPRAS+ AMORTIZACION Y DEPRECIACION + GASTO DE PERSONAL;;PASIVOS;EDEMET;EMPRESA;52575494;1;Daniel Ferreira;;CALCULADO;REPOSITORIO;;532;;52575494
2015;1090496;PANAMA;OPEX;APROVISIOAMENTOS - COMPRAS+ AMORTIZACION Y DEPRECIACION + GASTO DE PERSONAL;;PASIVOS;EDEMET;EMPRESA;52902873;1;Daniel Ferreira;;CALCULADO;REPOSITORIO;;533;;52902873
2016;1090497;PANAMA;OPEX;APROVISIOAMENTOS - COMPRAS+ AMORTIZACION Y DEPRECIACION + GASTO DE PERSONAL;;PASIVOS;EDEMET;EMPRESA;63449546;1;Daniel Ferreira;;CALCULADO;REPOSITORIO;;534;;63449546
